Object_ComplaintNo,Object_ObjectNumber,ObjectType,Position,SafetyEquip,InjuryLevel,Age,Sex,DirectionOfTravel,ObjectID,DriverAction,LightConditionsA,LightConditionsB,TrafficControlDev,TrafficControlCond,PedestrianAction,ContribRoadCond,ContribVehCond,UnsafeSpeed,DriverPedCondition,PrimaryEvent,StartMonth,StartDay,StartTime,Severity,VehicleCount,InjuredCount,FatalityCount,HitRunFlag,SurfaceConditions,EnvironConditions,DamageGE1000,SpecialFacility,RoadAlignA,RoadAlignB,RoadClass,CollLocation,Address
96045578,02,2,12,08,DEATH,078,M,,07,00,03,02,01,00,02,00,00,00,,01,199603,05,1836,01,1,0,1,1,03,01,*,01,01,01,02,01,6404 BOWNESS RD NW
96045788,01,2,12,98,MINOR INJURY,013,F,N,07,00,01,01,01,00,02,00,00,00,,01,199603,06,0705,02,1,1,0,2,03,01,NO,01,01,01,02,01,2932 26 AV SE
96046125,02,2,12,08,MINOR INJURY,022,F,,07,00,01,01,99,98,03,00,00,00,,01,199603,06,1458,02,1,1,0,2,03,01,*,01,01,01,02,09,7007 14 ST SW
96046302,02,2,12,08,MINOR INJURY,060,M,,07,00,03,02,04,01,02,00,00,00,,01,199603,06,1945,02,1,1,0,2,03,01,NO,01,04,01,02,02,19 AV SE & 33 ST SE
96047010,03,2,12,08,NO INJURY,016,F,,07,00,00,00,00,00,01,00,00,00,,01,199603,07,1600,02,1,1,0,1,03,01,YES,01,01,01,02,02,17 AV SW & 7 ST SW
96047010,02,2,12,08,MINOR INJURY,017,F,,07,00,00,00,00,00,01,00,00,00,,01,199603,07,1600,02,1,1,0,1,03,01,YES,01,01,01,02,02,17 AV SW & 7 ST SW
96047010,02,2,12,08,MINOR INJURY,017,F,,07,00,00,00,00,00,01,00,00,00,,01,199603,07,1600,02,1,1,0,1,03,01,YES,01,01,01,02,02,17 AV SW & 7 ST SW
96047010,03,2,12,08,NO INJURY,016,F,,07,00,00,00,00,00,01,00,00,00,,01,199603,07,1600,02,1,1,0,1,03,01,YES,01,01,01,02,02,17 AV SW & 7 ST SW
96048338,01,2,12,08,NO INJURY,006,F,W,07,00,01,01,01,00,02,00,00,00,,01,199603,09,1330,03,1,0,0,2,02,01,NO,01,01,01,02,01,4527 73 ST NW
96048422,02,2,12,08,MAJOR INJURY,049,M,,07,00,01,01,06,01,01,00,00,00,,01,199603,09,1630,02,1,1,0,2,03,01,*,01,01,01,02,02,11 AV SW & 14 ST SW
96048437,01,2,12,08,MINOR INJURY,014,M,,07,00,01,01,01,00,98,00,00,00,,01,199603,09,1702,02,1,1,0,2,03,01,NO,01,01,01,02,01,348 PINEWIND RD NE
96048609,02,2,12,08,MINOR INJURY,018,M,,07,00,03,02,01,00,98,00,00,00,,01,199603,09,2105,02,2,1,0,2,02,01,NO,01,01,01,03,01,DEERFOOT TR SE & SOUTHLAND DR SE
96048609,02,2,12,08,MINOR INJURY,018,M,,07,00,03,02,01,00,98,00,00,00,,01,199603,09,2105,02,2,1,0,2,02,01,NO,01,01,01,03,01,DEERFOOT TR SE & SOUTHLAND DR SE
96048609,02,2,12,08,MINOR INJURY,018,M,,07,00,03,02,01,00,98,00,00,00,,01,199603,09,2105,02,2,1,0,2,02,01,NO,01,01,01,03,01,DEERFOOT TR SE & SOUTHLAND DR SE
96048609,02,2,12,08,MINOR INJURY,018,M,,07,00,03,02,01,00,98,00,00,00,,01,199603,09,2105,02,2,1,0,2,02,01,NO,01,01,01,03,01,DEERFOOT TR SE & SOUTHLAND DR SE
96048848,02,2,12,08,MAJOR INJURY,018,M,,07,00,03,02,02,01,04,00,00,00,,01,199603,11,0230,02,1,1,0,1,01,01,NO,01,01,01,03,02,12 AV NE & 36 ST NE
96050322,02,2,12,08,MINOR INJURY,012,F,,07,00,01,01,06,01,01,00,00,00,,01,199603,12,0725,02,1,1,0,2,04,01,NO,01,01,01,02,02,EDMONTON TR NE & 32 AV NE
96051050,01,2,12,08,MINOR INJURY,034,F,W,07,00,01,00,01,00,02,00,00,00,,01,199603,13,0845,02,1,1,0,2,02,01,NO,01,01,01,01,02,MEREDITH RD NE & 4 ST NE
96051097,01,2,12,08,NO INJURY,015,F,,07,00,01,01,02,01,02,00,00,00,,07,199603,13,1013,03,1,0,0,2,01,01,NO,01,01,01,01,01,MACLEOD TR S & 9 AV SW
96051574,02,2,12,08,MINOR INJURY,047,M,,07,00,03,02,06,01,98,00,00,00,,01,199603,13,2110,02,1,1,0,2,01,01,NO,01,01,01,02,01,10 ST NW & 5 AV NW
96051763,02,2,12,08,MINOR INJURY,033,F,,07,00,01,01,02,01,01,00,00,00,,05,199603,13,1235,02,1,1,0,1,01,01,NO,01,01,01,01,02,7 ST SW & 8 AV SW
96051824,02,2,12,08,MINOR INJURY,012,M,W,07,00,01,00,06,01,01,00,00,00,,01,199603,14,0735,02,1,1,0,2,01,01,NO,01,01,01,02,02,26 AV NE & 68 ST NE
96052465,01,2,12,08,MINOR INJURY,019,M,N,07,00,03,02,06,01,02,00,00,00,,01,199603,15,0027,02,1,1,0,2,01,01,NO,01,01,01,04,02,1 ST SW & 17 AV SW
96053668,02,2,12,08,NO INJURY,026,M,W,07,00,01,00,02,01,01,00,00,00,,05,199603,16,1330,03,1,0,0,1,01,01,NO,01,01,01,02,02,11 ST SW & 17 AV SW
96055180,02,2,12,08,MINOR INJURY,028,M,W,07,00,03,02,06,01,01,00,00,00,,01,199603,17,2250,02,1,1,0,1,02,01,NO,01,01,01,02,02,14 ST SW & 17 AV SW
96056458,02,2,12,99,MINOR INJURY,021,F,E,07,00,01,00,02,01,01,00,00,00,,01,199603,19,0705,02,1,1,0,2,01,01,NO,01,01,01,02,02,CENTRE ST N & 78 AV NE
96058003,02,2,12,08,MINOR INJURY,048,F,N,07,00,01,00,02,01,01,00,00,00,,01,199603,19,1700,02,1,1,0,1,01,01,*,00,00,00,00,02,1 ST SE & 10 AV SE
96058033,02,2,12,08,MINOR INJURY,027,F,S,07,00,01,01,02,99,01,00,00,00,,01,199603,22,1230,02,1,1,0,2,03,01,NO,01,00,01,01,02,5 AV SW & 7 ST SW
96058141,02,2,12,08,MINOR INJURY,026,F,,98,00,01,00,02,01,01,00,00,00,,01,199603,22,1435,02,1,1,0,2,01,01,NO,01,00,02,03,02,17 AV SE & 36 ST SE
96058362,03,2,12,08,MINOR INJURY,022,M,,07,00,03,02,00,00,98,00,00,00,,01,199603,22,1930,02,1,1,0,1,03,04,NO,01,01,01,09,01,6455 MACLEOD TR S
96058362,02,2,12,08,NO INJURY,022,M,,07,00,03,02,00,00,04,00,00,00,,01,199603,22,1930,02,1,1,0,1,03,04,NO,01,01,01,09,01,6455 MACLEOD TR S
96058362,02,2,12,08,NO INJURY,022,M,,07,00,03,02,00,00,04,00,00,00,,01,199603,22,1930,02,1,1,0,1,03,04,NO,01,01,01,09,01,6455 MACLEOD TR S
96058362,03,2,12,08,MINOR INJURY,022,M,,07,00,03,02,00,00,98,00,00,00,,01,199603,22,1930,02,1,1,0,1,03,04,NO,01,01,01,09,01,6455 MACLEOD TR S
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,03,2,12,08,MAJOR INJURY,041,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059548,05,2,12,08,MAJOR INJURY,043,M,,07,00,01,00,01,00,03,00,00,00,,01,199603,24,1505,02,3,7,0,2,03,01,YES,01,01,01,01,01,DEERFOOT TR NE & MEMORIAL DR E
96059853,02,2,12,08,MINOR INJURY,069,F,,07,00,01,01,06,01,01,00,00,00,,07,199603,25,0828,02,1,1,0,2,01,01,NO,01,01,01,02,02,ROSEHILL DR NW & 10 ST NW
96060628,01,2,12,08,MINOR INJURY,062,F,E,07,00,01,00,02,01,02,00,00,00,,01,199603,26,0930,02,1,1,0,2,01,01,NO,00,01,01,02,02,12 AV SW & 8 ST SW
96060936,02,2,12,08,MINOR INJURY,041,M,N,07,00,01,01,01,00,01,00,00,00,,01,199603,26,1731,02,1,1,0,2,02,04,NO,01,02,02,02,02,SCANDIA HL NW & SCENIC ACRES DR NW
96061400,02,2,12,08,MINOR INJURY,038,F,,07,00,01,01,01,00,03,00,00,00,,07,199603,27,1230,02,1,1,0,2,03,01,NO,01,01,01,02,02,27 SUNLAKE WY SE
96061482,02,2,12,08,MINOR INJURY,060,M,,07,00,00,00,00,00,01,00,00,00,,01,199603,23,1430,02,1,1,0,1,04,01,NO,01,01,01,02,02,MEMORIAL DR E & 36 ST NE
96062009,01,2,12,08,MINOR INJURY,039,F,,07,00,01,00,02,01,02,00,00,00,,01,199603,28,0955,02,1,1,0,2,01,01,NO,01,01,01,01,02,12 AV SW & 8 ST SW
96062460,02,2,12,99,MINOR INJURY,058,F,,07,00,03,02,01,00,98,00,00,00,,01,199603,28,2000,02,1,1,0,2,01,01,NO,09,01,01,02,01,2004 14 ST NW
96063835,02,2,12,08,MINOR INJURY,013,F,,07,00,01,01,01,00,98,00,00,00,,01,199603,30,1530,02,1,1,0,1,01,01,NO,01,01,01,02,01,1440 52 ST NE
96065198,01,2,12,08,MINOR INJURY,031,M,,07,00,01,00,01,00,02,00,00,00,,01,199604,01,1450,02,1,1,0,2,03,04,NO,01,01,01,03,01,19 ST NE & 32 AV NE
96065424,01,2,12,08,MINOR INJURY,012,M,,07,00,03,02,01,00,02,00,00,00,,01,199604,01,1940,02,1,1,0,2,03,05,NO,01,01,01,02,01,BEDDINGTON BV NE & CENTRE ST N
96066114,02,2,12,08,NO INJURY,036,F,W,07,00,01,01,06,01,01,00,00,00,,01,199604,02,1750,03,1,0,0,1,02,01,NO,01,01,01,02,02,FAIRMOUNT DR SE & 99 AV SE
96066634,03,2,12,08,MINOR INJURY,003,M,,07,00,01,00,01,00,01,00,00,00,,01,199604,03,0000,02,1,2,0,2,01,01,NO,01,00,00,00,02,14 ST SW & 15 AV SW
96066634,03,2,12,08,MINOR INJURY,003,M,,07,00,01,00,01,00,01,00,00,00,,01,199604,03,0000,02,1,2,0,2,01,01,NO,01,00,00,00,02,14 ST SW & 15 AV SW
96066634,02,2,12,08,MINOR INJURY,050,F,,07,00,01,00,01,00,01,00,00,00,,01,199604,03,0000,02,1,2,0,2,01,01,NO,01,00,00,00,02,14 ST SW & 15 AV SW
96066634,02,2,12,08,MINOR INJURY,050,F,,07,00,01,00,01,00,01,00,00,00,,01,199604,03,0000,02,1,2,0,2,01,01,NO,01,00,00,00,02,14 ST SW & 15 AV SW
96067566,02,2,12,08,MINOR INJURY,033,M,E,07,00,01,01,06,01,01,00,00,00,,07,199604,04,1430,02,1,1,0,1,01,01,NO,01,01,02,02,02,CENTRE ST S & 6 AV SE
96069780,02,2,12,08,MINOR INJURY,037,F,,07,00,01,00,06,01,01,00,00,00,,01,199604,07,1335,02,1,1,0,2,01,01,NO,01,01,01,02,02,17 AV SE & 43 ST SE
96070663,02,2,12,08,MINOR INJURY,040,F,,07,00,01,00,01,00,98,00,00,00,,01,199603,15,2200,02,1,1,0,2,03,01,NO,09,01,01,02,01,1550 5 ST SW
96072295,02,2,12,08,NO INJURY,024,F,,07,00,03,02,98,01,03,00,00,00,,01,199604,03,2245,03,1,0,0,1,01,01,NO,01,02,01,02,09,1410 4 ST SE
96072556,02,2,12,08,MINOR INJURY,035,F,,07,00,03,02,01,00,98,00,00,00,,01,199604,10,2130,02,1,1,0,1,03,04,NO,01,01,01,02,02,4710 17 AV SE
96073599,02,2,12,08,MAJOR INJURY,077,F,,07,00,01,00,99,99,01,00,00,00,,01,199604,12,1118,02,1,1,0,2,01,01,NO,01,01,01,03,01,BOW TR SW & 46 ST SW
96077315,01,2,12,08,DEATH,049,F,,07,00,03,02,06,01,98,00,00,00,,01,199604,17,0125,01,1,0,1,2,01,01,NO,01,01,01,01,02,MACLEOD TR S & 9 AV SW
96077899,02,2,12,08,MAJOR INJURY,009,F,,07,00,03,02,01,00,04,00,00,00,,01,199604,17,2016,02,1,1,0,2,01,01,NO,01,01,01,02,01,43 ERIN GREEN WY SE
96078184,02,2,12,08,MINOR INJURY,021,F,E,07,00,01,01,01,00,98,00,00,00,,01,199604,18,0925,02,1,1,0,2,01,01,NO,01,01,01,01,08,813 11 AV SW
96079978,01,2,12,08,MINOR INJURY,004,M,N,07,00,01,00,01,00,02,00,00,00,,01,199604,20,1345,02,1,1,0,2,01,01,NO,01,01,01,02,01,1221 REGAL CR NE
96080096,02,2,12,08,MAJOR INJURY,046,M,N,07,00,01,00,02,01,02,00,00,00,,01,199604,20,1710,02,1,1,0,2,01,01,NO,00,00,01,01,01,1 ST SE & 6 AV SE
96081133,01,2,12,08,MINOR INJURY,019,F,,07,00,01,00,02,01,02,00,00,00,,01,199604,22,0845,02,1,1,0,2,01,01,NO,01,01,01,02,01,5808 MACLEOD TR S
96082713,02,2,12,08,MINOR INJURY,037,M,,07,00,01,00,01,00,04,00,00,00,,01,199604,24,0920,02,1,1,0,1,01,01,NO,01,00,00,00,01,638 17 AV SW
96083320,01,2,12,08,MINOR INJURY,019,M,,07,00,03,02,00,00,98,00,00,00,,01,199604,24,2230,02,1,1,0,1,01,01,*,01,01,01,03,02,ANDERSON RD SW & MACLEOD TR S
96083415,01,2,12,08,MAJOR INJURY,035,F,,07,00,01,01,06,01,02,00,00,00,,01,199604,25,0740,02,1,1,0,2,01,01,NO,01,02,01,03,02,CENTRE ST N & MCKNIGHT BV NE
96083648,02,2,12,08,MINOR INJURY,027,F,,07,00,01,01,01,00,01,00,00,00,,01,199604,25,1353,02,1,1,0,1,01,01,NO,09,01,01,08,01,1715 CENTRE ST N
96083686,01,2,12,08,MINOR INJURY,012,M,,07,00,01,01,98,01,98,00,00,00,,01,199604,25,1530,02,1,1,0,2,01,01,NO,01,02,01,03,01,NORTHMOUNT DR NW & 14 ST NW
96085535,02,2,12,08,NO INJURY,023,M,,07,00,03,02,06,01,01,00,00,00,,01,199604,27,2100,03,1,0,0,2,02,02,NO,01,01,01,04,02,CENTRE ST N & 7 AV NE
96085559,02,2,12,08,MINOR INJURY,049,F,S,07,00,03,99,02,01,01,00,00,00,,01,199604,27,2130,02,1,1,0,2,02,02,*,01,01,01,02,02,36 ST NE & 5 AV NE
96086877,02,2,12,08,MINOR INJURY,020,M,,07,00,01,01,03,01,98,00,00,00,,01,199604,29,1635,02,1,1,0,1,01,01,YES,01,01,01,02,02,GLADSTONE RD NW & 11 ST NW
96087478,02,2,12,08,MINOR INJURY,071,M,,07,00,01,01,02,01,01,00,00,00,,01,199604,30,1520,02,1,1,0,2,01,01,NO,01,01,01,02,01,OAKFIELD DR SW & 24 ST SW
96089714,02,2,12,08,MINOR INJURY,041,F,W,07,00,01,01,06,01,01,00,00,00,,07,199605,03,1505,02,1,1,0,2,02,03,NO,01,02,01,02,02,1 ST SW & 9 AV SW
96090131,01,2,12,08,MINOR INJURY,036,M,,07,00,03,99,01,00,03,00,00,00,,01,199605,03,0040,02,1,1,0,2,02,02,YES,01,00,01,08,01,6403 BOWNESS RD NW
96090491,02,2,12,08,MINOR INJURY,030,M,,07,00,01,01,01,00,03,00,00,00,,01,199605,04,1501,02,1,1,0,1,01,01,NO,01,01,01,08,08,1324 10 AV SW
96093469,02,2,12,08,MINOR INJURY,024,M,,07,00,01,02,01,00,98,00,00,00,,09,199605,08,0640,02,1,1,0,2,03,98,NO,01,01,01,04,01,5320 LAKEVIEW DR SW
96094151,03,2,12,08,NO INJURY,024,F,,07,00,01,01,02,01,01,00,00,00,,01,199605,08,0745,02,1,1,0,2,03,04,NO,01,01,01,01,02,1 ST SW & 5 AV SW
96094151,02,2,12,08,MINOR INJURY,034,F,,07,00,01,01,02,01,01,00,00,00,,01,199605,08,0745,02,1,1,0,2,03,04,NO,01,01,01,01,02,1 ST SW & 5 AV SW
96094151,02,2,12,08,MINOR INJURY,034,F,,07,00,01,01,02,01,01,00,00,00,,01,199605,08,0745,02,1,1,0,2,03,04,NO,01,01,01,01,02,1 ST SW & 5 AV SW
96094151,03,2,12,08,NO INJURY,024,F,,07,00,01,01,02,01,01,00,00,00,,01,199605,08,0745,02,1,1,0,2,03,04,NO,01,01,01,01,02,1 ST SW & 5 AV SW
96094215,01,2,12,08,MINOR INJURY,005,F,,07,00,01,01,01,00,98,00,00,00,,01,199605,09,1615,02,1,1,0,2,01,01,NO,01,01,01,03,01,1424 ACADIA DR SE
96095006,02,2,12,08,MINOR INJURY,053,F,S,07,00,01,00,01,00,98,00,00,00,,01,199605,10,1245,02,1,1,0,2,01,01,NO,01,01,01,02,01,3330 17 AV SE
96095646,01,2,12,99,NO INJURY,020,M,,07,00,01,01,02,01,01,00,00,00,,01,199605,11,1200,03,1,0,0,2,01,01,NO,01,01,01,02,02,17 AV SW & 2 ST SW
96097338,03,2,12,08,MAJOR INJURY,034,F,N,07,00,01,01,06,01,01,00,00,00,,01,199605,13,1620,01,1,1,1,2,01,01,NO,00,01,01,02,02,17 AV SE & 48 ST SE
96097338,02,2,12,08,DEATH,021,F,N,07,00,01,01,06,01,01,00,00,00,,01,199605,13,1620,01,1,1,1,2,01,01,NO,00,01,01,02,02,17 AV SE & 48 ST SE
96097338,02,2,12,08,DEATH,021,F,N,07,00,01,01,06,01,01,00,00,00,,01,199605,13,1620,01,1,1,1,2,01,01,NO,00,01,01,02,02,17 AV SE & 48 ST SE
96097338,03,2,12,08,MAJOR INJURY,034,F,N,07,00,01,01,06,01,01,00,00,00,,01,199605,13,1620,01,1,1,1,2,01,01,NO,00,01,01,02,02,17 AV SE & 48 ST SE
96097973,02,2,12,08,MINOR INJURY,030,M,,07,00,01,01,01,01,03,00,00,00,,01,199605,13,1600,02,1,1,0,2,01,01,NO,01,01,01,02,01,434 16 ST NW
96098298,01,2,12,08,MINOR INJURY,009,F,,07,00,01,01,01,00,02,00,00,00,,01,199605,14,1700,02,1,1,0,2,01,01,NO,01,01,01,02,01,1511 34 ST SE
96098756,02,2,12,08,MINOR INJURY,045,M,,07,00,01,00,02,01,01,00,00,00,,01,199605,15,1410,02,1,1,0,2,01,01,NO,01,01,01,02,02,10 ST NW & 5 AV NW
96098774,02,2,12,08,MINOR INJURY,014,F,,07,00,01,01,06,01,01,00,00,00,,01,199605,15,1250,02,1,1,0,1,01,01,NO,01,01,01,03,02,CENTRE ST N & 68 AV NE
96098887,02,2,12,08,MINOR INJURY,015,M,W,07,00,01,01,01,00,03,00,00,00,,01,199605,15,1430,02,1,1,0,1,01,01,,01,01,01,02,01,LAKE BONAVISTA DR SE & 15 ST SE
96099775,02,2,12,08,MINOR INJURY,021,F,,07,00,01,00,02,01,01,00,00,00,,01,199605,16,1850,02,1,1,0,2,01,01,NO,01,01,01,02,02,CHARLESWOOD DR NW & NORTHMOUNT DR NW
96100312,02,2,12,08,MAJOR INJURY,059,M,N,07,00,01,01,06,01,01,00,00,00,,01,199605,17,1255,02,1,1,0,2,01,01,NO,01,01,01,02,02,12 ST SW & 17 AV SW
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
96101225,02,2,12,08,MINOR INJURY,066,F,,07,00,01,00,01,00,98,00,00,00,,07,199605,18,1243,02,3,1,0,2,01,01,NO,09,02,01,02,01,6455 MACLEOD TR S
